"year","age","male","educ","log_nrooms","log_landval","n_business","prop_hhmig","prop_cmig","log_npop","prop_self","prop_agri","prop_lessminwage"
2001,25,1,9,1.609438,0,0,1,0.0637049,14.31386,0.1981435,0.0036323,13.89462
1976,20,1,6,0,0,0,0,0.0067058,13.99282,0.1412819,0.0302049,14.82917
1991,19,1,6,0,0,0,0,0.03772,14.31629,0.1693564,0.006498,13.11097
1969,18,1,2,0,0,0,0,0.0016764,13.51034,0.2147327,0.0574503,14.63935
1991,32,0,17,0,0,0,0,0.03772,14.31629,0.1693564,0.006498,13.11097
1970,18,1,6,0,0,0,0,0.0025147,13.99282,0.1412819,0.0302049,14.69026
1989,17,1,9,1.791759,0,0,0,0.0284996,9.21034,0.1174544,0.0183514,13.40105
2000,25,0,9,1.386294,0,0,0,0.0586756,14.31386,0.1981435,0.0036323,13.75
1985,17,1,0,0,0,0,0,0.0209556,9.21034,0.1174544,0.0183514,13.7792
1982,21,0,2,0,0,0,0,0.0159262,9.21034,0.1174544,0.0183514,13.776
1990,37,1,0,0,0,0,0.5,0.0326907,14.31629,0.1693564,0.006498,13.18839
2000,25,0,9,2.484907,0,0,1,0.0586756,14.31386,0.1981435,0.0036323,13.75
2000,23,1,9,2.484907,0,0,0,0.0586756,14.31386,0.1981435,0.0036323,13.75
1980,22,1,15,1.386294,0,0,0,0.0117351,9.21034,0.1174544,0.0183514,13.73002
2001,20,1,12,1.386294,0,0,0.5,0.0637049,14.31386,0.1981435,0.0036323,13.89462
1988,26,0,6,1.386294,0,0,0,0.0259849,9.21034,0.1174544,0.0183514,13.52272
1990,24,0,6,1.386294,0,0,0.3333333,0.0326907,14.31629,0.1693564,0.006498,13.18839
1993,20,0,6,1.386294,0,0,0.6666667,0.0461023,14.31629,0.1693564,0.006498,13.02523
1996,19,1,6,0,0,0,0,0.0486169,14.31629,0.1693564,0.006498,13.01652
2000,17,1,6,0,0,0,0.5,0.0586756,14.31386,0.1981435,0.0036323,13.75
1997,19,1,12,0,0,0,0,0.0502934,14.31629,0.1693564,0.006498,13.18591
1979,15,1,6,0,0,0,0,0.0108969,13.99282,0.1412819,0.0302049,14.56347
1988,18,1,6,0,0,0,0.3333333,0.0259849,9.21034,0.1174544,0.0183514,13.52272
1991,19,1,9,0,0,0,0.6666667,0.03772,14.31629,0.1693564,0.006498,13.11097
1984,28,1,6,1.791759,0,0,0,0.0201174,9.21034,0.1174544,0.0183514,13.8887
1999,36,0,6,1.791759,0,0,1,0.0544845,14.31629,0.1693564,0.006498,13.71605
1999,34,0,9,1.791759,0,0,0.3333333,0.0544845,14.31629,0.1693564,0.006498,13.71605
1999,35,1,6,1.791759,0,0,0,0.0544845,14.31629,0.1693564,0.006498,13.71605
1993,26,1,11,0,0,0,0,0.0461023,14.31629,0.1693564,0.006498,13.02523
2001,51,1,12,1.94591,0,1,0,0.0637049,14.31386,0.1981435,0.0036323,13.89462
1972,17,1,3,0,0,0,0,0.0041911,13.99282,0.1412819,0.0302049,15.65455
1993,20,1,6,1.098612,0,0,0,0.0461023,14.31629,0.1693564,0.006498,13.02523
1989,26,1,12,1.609438,0,0,0,0.0284996,9.21034,0.1174544,0.0183514,13.40105
1998,34,0,9,1.386294,0,1,0,0.052808,14.31629,0.1693564,0.006498,13.51189
1981,27,1,9,2.079442,0,0,0,0.0134116,9.21034,0.1174544,0.0183514,13.62066
1991,18,1,9,0,0,0,0,0.03772,14.31629,0.1693564,0.006498,13.11097
1985,18,1,6,0,0,0,0,0.0209556,9.21034,0.1174544,0.0183514,13.7792
1990,27,1,9,0,0,0,0,0.0326907,14.31629,0.1693564,0.006498,13.18839
1990,26,0,0,0,0,0,1,0.0326907,14.31629,0.1693564,0.006498,13.18839
1983,18,0,6,1.609438,0,0,0,0.0192791,9.21034,0.1174544,0.0183514,13.93506
2000,26,1,9,1.609438,0,0,0.5,0.0586756,14.31386,0.1981435,0.0036323,13.75
1988,20,1,6,0,0,0,0,0.0259849,9.21034,0.1174544,0.0183514,13.52272
1985,21,1,9,2.197225,0,0,0,0.0209556,9.21034,0.1174544,0.0183514,13.7792
1992,21,1,6,2.197225,0,0,0.5,0.0410729,14.31629,0.1693564,0.006498,13.07149
1992,48,1,3,1.791759,0,0,0,0.0410729,14.31629,0.1693564,0.006498,13.07149
1997,33,1,4,1.791759,0,0,0.5,0.0502934,14.31629,0.1693564,0.006498,13.18591
1978,23,1,17,0,0,0,0,0.0100587,13.99282,0.1412819,0.0302049,14.94865
1993,28,1,9,0,8.215209,0,0,0.0177515,6.907755,0.283673,0.3232481,13.02523
1988,20,0,8,1.098612,5.224603,0,0,0.0059172,6.907755,0.2085045,0.4907157,13.52272
1995,25,1,9,1.098612,0,0,0,0.0325444,6.907755,0.283673,0.3232481,12.9828
1995,25,1,9,0,0,0,0,0.0325444,6.907755,0.283673,0.3232481,12.9828
1995,26,1,12,1.609438,8.90822,0,0,0.0325444,6.907755,0.283673,0.3232481,12.9828
1999,23,1,9,1.609438,8.90822,0,0.5,0.0532544,6.907755,0.283673,0.3232481,13.71605
1986,15,1,9,0,0,0,0,0.0044379,6.907755,0.2085045,0.4907157,13.90484
1991,17,0,11,0,0,0,0.5,0.0088757,6.907755,0.283673,0.3232481,13.11097
1999,23,1,13,2.397895,0,0,0,0.0532544,6.907755,0.283673,0.3232481,13.71605
2000,17,0,11,1.791759,7.522332,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
2001,20,0,9,1.791759,7.522332,0,0.5,0.0931953,7.600903,0.2322966,0.3569998,13.89462
2000,20,0,9,1.386294,0,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
1995,20,0,10,1.609438,7.23483,0,0,0.0325444,6.907755,0.283673,0.3232481,12.9828
1999,19,0,9,1.609438,7.23483,0,0.1666667,0.0532544,6.907755,0.283673,0.3232481,13.71605
1999,16,0,9,1.609438,7.23483,0,0.5,0.0532544,6.907755,0.283673,0.3232481,13.71605
2000,15,1,6,1.609438,7.23483,0,0.5,0.0695266,7.600903,0.2322966,0.3569998,13.75
2000,17,0,8,1.609438,7.23483,0,0.8333333,0.0695266,7.600903,0.2322966,0.3569998,13.75
2002,24,1,9,1.609438,7.23483,0,0.8333333,0.1065089,7.600903,0.2322966,0.3569998,14.12825
1992,27,1,9,1.791759,6.473514,0,0.5,0.0118343,6.907755,0.283673,0.3232481,13.07149
1992,23,1,9,1.791759,6.473514,0,0,0.0118343,6.907755,0.283673,0.3232481,13.07149
1995,24,1,9,1.791759,6.473514,0,1,0.0325444,6.907755,0.283673,0.3232481,12.9828
1995,20,1,12,1.791759,6.473514,0,0.5,0.0325444,6.907755,0.283673,0.3232481,12.9828
1994,24,0,10,1.098612,0,0,0,0.0236686,6.907755,0.283673,0.3232481,13.02538
1994,25,1,10,1.098612,0,0,1,0.0236686,6.907755,0.283673,0.3232481,13.02538
1995,23,1,12,1.609438,0,0,0,0.0325444,6.907755,0.283673,0.3232481,12.9828
2002,39,1,9,1.098612,6.606852,1,0,0.1065089,7.600903,0.2322966,0.3569998,14.12825
1992,18,1,12,2.079442,0,0,0,0.0118343,6.907755,0.283673,0.3232481,13.07149
1994,19,1,13,2.079442,0,0,0.3333333,0.0236686,6.907755,0.283673,0.3232481,13.02538
1995,18,1,9,2.079442,0,0,0.6666667,0.0325444,6.907755,0.283673,0.3232481,12.9828
1999,27,1,9,2.079442,0,0,0,0.0532544,6.907755,0.283673,0.3232481,13.71605
2000,27,1,6,1.098612,7.745367,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
1999,31,0,0,0,7.23483,0,0,0.0532544,6.907755,0.283673,0.3232481,13.71605
2001,29,0,6,0,7.23483,0,0.5,0.0931953,7.600903,0.2322966,0.3569998,13.89462
1985,18,0,9,1.386294,8.081716,0,0,0.0029586,6.907755,0.2085045,0.4907157,13.7792
1990,15,1,0,1.386294,8.081716,0,0.25,0.0073964,6.907755,0.283673,0.3232481,13.18839
1995,17,0,9,1.386294,8.081716,0,0.5,0.0325444,6.907755,0.283673,0.3232481,12.9828
1999,17,1,11,1.386294,8.081716,0,0.75,0.0532544,6.907755,0.283673,0.3232481,13.71605
1994,30,1,9,0,0,1,0,0.0236686,6.907755,0.283673,0.3232481,13.02538
1995,26,0,13,1.609438,0,0,0,0.0325444,6.907755,0.283673,0.3232481,12.9828
1999,29,0,13,1.609438,0,0,0.5,0.0532544,6.907755,0.283673,0.3232481,13.71605
1993,20,1,9,0,0,0,0,0.0177515,6.907755,0.283673,0.3232481,13.02523
1999,22,1,9,0,0,0,0,0.0532544,6.907755,0.283673,0.3232481,13.71605
2001,21,1,9,0,0,0,0.5,0.0931953,7.600903,0.2322966,0.3569998,13.89462
1994,17,1,6,1.386294,0,0,0,0.0236686,6.907755,0.283673,0.3232481,13.02538
1993,34,1,0,1.098612,0,0,0,0.0177515,6.907755,0.283673,0.3232481,13.02523
2000,35,1,12,1.609438,6.829725,1,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
1997,17,1,11,1.609438,0,0,0,0.0488166,6.907755,0.283673,0.3232481,13.18591
2001,22,0,12,1.609438,0,0,0.5,0.0931953,7.600903,0.2322966,0.3569998,13.89462
2001,26,0,9,1.609438,0,0,1,0.0931953,7.600903,0.2322966,0.3569998,13.89462
2001,24,1,9,1.609438,0,0,0,0.0931953,7.600903,0.2322966,0.3569998,13.89462
2000,23,1,12,0,0,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
1996,19,1,12,1.609438,0,1,0,0.0473373,6.907755,0.283673,0.3232481,13.01652
1997,19,0,12,1.609438,0,1,0.5,0.0488166,6.907755,0.283673,0.3232481,13.18591
1999,21,1,9,1.791759,0,0,0,0.0532544,6.907755,0.283673,0.3232481,13.71605
2000,24,1,12,1.94591,6.829725,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
1998,19,0,9,1.098612,0,1,0,0.0517751,6.907755,0.283673,0.3232481,13.51189
1999,17,0,8,1.098612,0,1,0.3333333,0.0532544,6.907755,0.283673,0.3232481,13.71605
2001,16,1,7,1.098612,0,1,0.6666667,0.0931953,7.600903,0.2322966,0.3569998,13.89462
2000,26,1,9,1.609438,0,1,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
1991,15,1,9,0,0,0,0,0.0088757,6.907755,0.283673,0.3232481,13.11097
1992,21,1,12,1.386294,0,0,0,0.0118343,6.907755,0.283673,0.3232481,13.07149
2000,15,1,9,1.098612,6.829725,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
2000,18,1,12,1.386294,7.23483,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
2001,18,1,9,1.386294,7.23483,0,0.5,0.0931953,7.600903,0.2322966,0.3569998,13.89462
2000,38,1,9,1.609438,6.829725,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
2000,32,1,12,1.609438,6.829725,0,1,0.0695266,7.600903,0.2322966,0.3569998,13.75
2000,26,0,9,1.098612,0,0,0,0.0695266,7.600903,0.2322966,0.3569998,13.75
2001,25,0,9,1.098612,0,0,0.5,0.0931953,7.600903,0.2322966,0.3569998,13.89462
1993,23,1,12,0,0,0,0.2,0.0177515,6.907755,0.283673,0.3232481,13.02523
1994,26,1,12,0,0,0,0.4,0.0236686,6.907755,0.283673,0.3232481,13.02538
2000,22,1,12,0,0,0,1,0.0695266,7.600903,0.2322966,0.3569998,13.75
2000,28,0,11,1.791759,6.829725,0,0.6,0.0695266,7.600903,0.2322966,0.3569998,13.75
2000,22,1,9,1.098612,0,0,0,0.0988725,10.34174,0.3120796,0.2964583,13.75
2001,25,1,8,1.098612,0,0,0.5,0.1127494,10.34174,0.3120796,0.2964583,13.89462
1996,32,1,12,1.609438,0,0,0,0.0598439,11.09741,0.183953,0.3614995,13.01652
1995,16,1,6,1.609438,0,0,0,0.0520382,11.09741,0.183953,0.3614995,12.9828
2002,27,0,6,1.609438,0,0,0.5,0.1170859,10.34174,0.3120796,0.2964583,14.12825
1999,36,1,9,1.609438,0,0,0,0.0841284,11.09741,0.183953,0.3614995,13.71605
1999,23,1,3,0,0,0,0,0.0841284,11.09741,0.183953,0.3614995,13.71605
1998,22,1,9,0,0,0,0,0.074588,11.09741,0.183953,0.3614995,13.51189
1999,39,1,4,0,0,0,0.5,0.0841284,11.09741,0.183953,0.3614995,13.71605
1992,20,1,9,0,0,0,0,0.0329575,11.09741,0.183953,0.3614995,13.07149
1996,21,1,6,1.609438,0,0,0,0.0598439,11.09741,0.183953,0.3614995,13.01652
2000,20,0,12,1.609438,0,0,0.5,0.0988725,10.34174,0.3120796,0.2964583,13.75
2000,32,1,9,1.791759,0,0,0,0.0988725,10.34174,0.3120796,0.2964583,13.75
1987,23,1,9,0,0,0,0,0.0130095,9.546813,0.276635,0.4137293,13.67292
1988,26,1,14,2.302585,7.927516,0,0,0.0190807,9.546813,0.276635,0.4137293,13.52272
1990,43,1,15,2.302585,7.927516,0,0.25,0.0242845,11.09741,0.183953,0.3614995,13.18839
1990,45,0,18,2.302585,7.927516,0,0.75,0.0242845,11.09741,0.183953,0.3614995,13.18839
2000,51,1,11,2.302585,7.927516,0,0.75,0.0988725,10.34174,0.3120796,0.2964583,13.75
1992,37,1,13,0,0,0,0,0.0329575,11.09741,0.183953,0.3614995,13.07149
1992,37,0,13,0,0,0,1,0.0329575,11.09741,0.183953,0.3614995,13.07149
1988,25,1,12,1.791759,0,0,0,0.0190807,9.546813,0.276635,0.4137293,13.52272
1987,24,1,6,0,0,0,0,0.0130095,9.546813,0.276635,0.4137293,13.67292
1993,15,1,9,1.791759,0,0,1,0.0416305,11.09741,0.183953,0.3614995,13.02523
1993,39,1,6,1.791759,0,0,1,0.0416305,11.09741,0.183953,0.3614995,13.02523
1993,33,0,6,1.791759,0,0,0,0.0416305,11.09741,0.183953,0.3614995,13.02523
1998,25,1,6,0,0,0,0,0.074588,11.09741,0.183953,0.3614995,13.51189
1999,25,0,12,0,0,0,0.5,0.0841284,11.09741,0.183953,0.3614995,13.71605
1980,35,1,6,0,0,0,0,0.0060711,9.546813,0.276635,0.4137293,13.73002
1970,16,1,6,0,0,0,0,0.0026019,8.699514,0.2741701,0.4659591,14.69026
1998,26,1,12,1.791759,0,0,0,0.074588,11.09741,0.183953,0.3614995,13.51189
1992,19,1,9,2.079442,0,1,0.75,0.0329575,11.09741,0.183953,0.3614995,13.07149
1992,21,0,15,2.079442,0,1,0.75,0.0329575,11.09741,0.183953,0.3614995,13.07149
1992,20,0,12,2.079442,0,1,0,0.0329575,11.09741,0.183953,0.3614995,13.07149
2000,33,1,17,2.079442,0,1,0.75,0.0988725,10.34174,0.3120796,0.2964583,13.75
1991,20,1,11,0,0,0,0,0.0303556,11.09741,0.183953,0.3614995,13.11097
1998,21,0,9,1.386294,0,1,0,0.074588,11.09741,0.183953,0.3614995,13.51189
1974,23,1,2,0,0,0,0,0.0052038,8.699514,0.2741701,0.4659591,14.87976
1995,21,0,12,0,0,1,0,0.0520382,11.09741,0.183953,0.3614995,12.9828
1998,43,1,9,1.94591,0,0,0,0.074588,11.09741,0.183953,0.3614995,13.51189
1993,19,1,12,2.079442,0,0,0,0.0416305,11.09741,0.183953,0.3614995,13.02523
1987,22,1,12,1.94591,7.23483,0,0,0.0130095,9.546813,0.276635,0.4137293,13.67292
1995,32,1,17,1.94591,7.23483,0,0.5,0.0520382,11.09741,0.183953,0.3614995,12.9828
1996,18,0,6,0,0,0,0,0.0598439,11.09741,0.183953,0.3614995,13.01652
1999,26,1,7,0,0,0,0.5,0.0841284,11.09741,0.183953,0.3614995,13.71605
1992,19,1,8,1.791759,0,0,0,0.0329575,11.09741,0.183953,0.3614995,13.07149
2000,30,1,9,1.791759,0,0,0.5,0.0988725,10.34174,0.3120796,0.2964583,13.75
1996,23,1,12,0,0,0,0,0.0598439,11.09741,0.183953,0.3614995,13.01652
1989,21,1,15,2.079442,0,1,0,0.0208153,9.546813,0.276635,0.4137293,13.40105
2001,29,1,12,2.079442,0,1,0.5,0.1127494,10.34174,0.3120796,0.2964583,13.89462
1990,20,0,12,2.079442,0,0,0,0.0242845,11.09741,0.183953,0.3614995,13.18839
2000,34,1,12,2.079442,0,0,0.5,0.0988725,10.34174,0.3120796,0.2964583,13.75
1999,35,1,10,0,0,0,0,0.0841284,11.09741,0.183953,0.3614995,13.71605
2002,19,1,9,0,0,0,0,0.1170859,10.34174,0.3120796,0.2964583,14.12825
1989,26,1,9,1.386294,0,1,0,0.0208153,9.546813,0.276635,0.4137293,13.40105
1981,21,1,9,0,0,0,0,0.0078057,9.546813,0.276635,0.4137293,13.62066
1990,34,1,13,1.791759,0,0,0,0.0242845,11.09741,0.183953,0.3614995,13.18839
2001,16,1,6,1.94591,0,0,0,0.1127494,10.34174,0.3120796,0.2964583,13.89462
1995,20,1,14,2.197225,0,0,0,0.0520382,11.09741,0.183953,0.3614995,12.9828
1986,33,1,0,0,0,0,0,0.0095403,9.546813,0.276635,0.4137293,13.90484
1998,25,1,9,0,0,0,0.3333333,0.074588,11.09741,0.183953,0.3614995,13.51189
1998,24,0,9,1.098612,0,0,1,0.074588,11.09741,0.183953,0.3614995,13.51189
1987,15,0,9,1.791759,7.927617,0,0,0.0130095,9.546813,0.276635,0.4137293,13.67292
1990,15,1,9,1.791759,7.927617,0,0.5,0.0242845,11.09741,0.183953,0.3614995,13.18839
1980,36,1,6,1.791759,0,0,0,0.0060711,9.546813,0.276635,0.4137293,13.73002
1992,18,1,12,1.791759,0,0,0,0.0329575,11.09741,0.183953,0.3614995,13.07149
1999,20,1,10,1.791759,0,0,0.5,0.0841284,11.09741,0.183953,0.3614995,13.71605
1999,35,0,17,0,0,1,1,0.0841284,11.09741,0.183953,0.3614995,13.71605
1999,37,1,17,0,0,1,0,0.0841284,11.09741,0.183953,0.3614995,13.71605
1998,35,1,6,1.386294,0,2,0,0.074588,11.09741,0.183953,0.3614995,13.51189
1986,20,1,9,1.609438,0,0,0,0.0095403,9.546813,0.276635,0.4137293,13.90484
1994,20,1,9,1.609438,0,0,0.25,0.0485689,11.09741,0.183953,0.3614995,13.02538
1995,23,1,6,1.609438,0,0,0.5,0.0520382,11.09741,0.183953,0.3614995,12.9828
2000,37,0,12,1.609438,0,0,0.75,0.0988725,10.34174,0.3120796,0.2964583,13.75
1996,18,1,12,1.94591,0,0,0,0.0598439,11.09741,0.183953,0.3614995,13.01652
1997,18,1,12,1.94591,0,0,1,0.0676496,11.09741,0.183953,0.3614995,13.18591
1997,41,1,6,1.94591,0,0,0.3333333,0.0676496,11.09741,0.183953,0.3614995,13.18591
2002,31,1,6,1.386294,0,1,1,0.1170859,10.34174,0.3120796,0.2964583,14.12825
2002,48,1,6,1.386294,0,1,0,0.1170859,10.34174,0.3120796,0.2964583,14.12825
1998,26,0,9,1.791759,0,0,0,0.074588,11.09741,0.183953,0.3614995,13.51189
2001,28,1,6,1.791759,0,0,0.3333333,0.1127494,10.34174,0.3120796,0.2964583,13.89462
2002,25,1,6,1.791759,0,0,0.6666667,0.1170859,10.34174,0.3120796,0.2964583,14.12825
1997,23,1,9,1.098612,0,0,0,0.0676496,11.09741,0.183953,0.3614995,13.18591
1996,20,1,9,2.079442,0,1,0,0.0598439,11.09741,0.183953,0.3614995,13.01652
1995,22,1,9,0,0,0,1,0.0520382,11.09741,0.183953,0.3614995,12.9828
1995,19,0,6,0,0,0,0,0.0520382,11.09741,0.183953,0.3614995,12.9828
1994,29,1,10,1.386294,0,0,0,0.0485689,11.09741,0.183953,0.3614995,13.02538
1986,16,1,6,0,0,0,0,0.0095403,9.546813,0.276635,0.4137293,13.90484
1999,26,1,6,0,0,0,0.5,0.0841284,11.09741,0.183953,0.3614995,13.71605
2000,20,1,12,1.609438,0,0,0,0.0988725,10.34174,0.3120796,0.2964583,13.75
1969,24,1,6,0,0,0,0,0.0017346,7.600903,0.4226297,0.48991,14.63935
1989,20,0,10,1.386294,0,0,0,0.0208153,9.546813,0.276635,0.4137293,13.40105
1993,45,0,6,1.386294,0,0,0.25,0.0416305,11.09741,0.183953,0.3614995,13.02523
1996,25,1,9,1.386294,0,0,0.5,0.0598439,11.09741,0.183953,0.3614995,13.01652
1999,23,1,7,1.386294,0,0,0.75,0.0841284,11.09741,0.183953,0.3614995,13.71605
1987,21,1,9,1.386294,0,0,0.75,0.0130095,9.546813,0.276635,0.4137293,13.67292
1987,19,0,7,1.386294,0,0,0.75,0.0130095,9.546813,0.276635,0.4137293,13.67292
1987,46,1,3,1.386294,0,0,0,0.0130095,9.546813,0.276635,0.4137293,13.67292
1998,28,0,6,1.386294,0,0,0.75,0.074588,11.09741,0.183953,0.3614995,13.51189
1997,37,1,10,1.791759,0,0,0,0.0676496,11.09741,0.183953,0.3614995,13.18591
2002,21,1,15,2.079442,0,0,0,0.1170859,10.34174,0.3120796,0.2964583,14.12825
1989,22,1,9,1.94591,0,0,0,0.0208153,9.546813,0.276635,0.4137293,13.40105
1970,20,1,6,0,0,0,0,0.0026019,8.699514,0.2741701,0.4659591,14.69026
1990,15,1,9,0,0,0,0.25,0.0242845,11.09741,0.183953,0.3614995,13.18839
1997,17,1,9,1.94591,0,1,0.5,0.0676496,11.09741,0.183953,0.3614995,13.18591
1999,20,0,9,1.94591,0,2,0.75,0.0841284,11.09741,0.183953,0.3614995,13.71605
2000,28,1,6,0,0,0,0,0.0988725,10.34174,0.3120796,0.2964583,13.75
1996,21,1,9,1.386294,0,0,0,0.0598439,11.09741,0.183953,0.3614995,13.01652
1998,21,1,9,1.386294,0,0,0.3333333,0.074588,11.09741,0.183953,0.3614995,13.51189
2002,22,0,9,1.386294,0,0,0.6666667,0.1170859,10.34174,0.3120796,0.2964583,14.12825
1991,21,1,12,1.609438,0,1,0,0.0303556,11.09741,0.183953,0.3614995,13.11097
1993,21,1,12,1.609438,0,1,0.3333333,0.0416305,11.09741,0.183953,0.3614995,13.02523
2000,19,1,12,1.609438,0,1,0.6666667,0.0988725,10.34174,0.3120796,0.2964583,13.75
1991,15,1,9,0,0,0,0,0.0303556,11.09741,0.183953,0.3614995,13.11097
1993,16,1,10,0,0,0,0.5,0.0416305,11.09741,0.183953,0.3614995,13.02523
1986,20,1,9,0,0,0,0,0.0095403,9.546813,0.276635,0.4137293,13.90484
1995,16,1,6,1.386294,0,0,0,0.0520382,11.09741,0.183953,0.3614995,12.9828
1997,21,1,9,0,0,0,0,0.0676496,11.09741,0.183953,0.3614995,13.18591
1999,27,1,7,0,0,0,0.3333333,0.0841284,11.09741,0.183953,0.3614995,13.71605
2001,33,0,9,0,0,0,0.6666667,0.1127494,10.34174,0.3120796,0.2964583,13.89462
1992,32,1,17,1.791759,0,0,0,0.0329575,11.09741,0.183953,0.3614995,13.07149
2000,28,1,17,1.609438,0,0,0,0.0988725,10.34174,0.3120796,0.2964583,13.75
1995,36,1,9,1.791759,0,0,0,0.0520382,11.09741,0.183953,0.3614995,12.9828
2000,19,1,12,1.791759,0,0,0.5,0.0988725,10.34174,0.3120796,0.2964583,13.75
1999,39,1,9,1.94591,0,0,0,0.0841284,11.09741,0.183953,0.3614995,13.71605
1997,25,0,12,1.386294,0,1,0,0.0676496,11.09741,0.183953,0.3614995,13.18591
1984,24,1,6,0,0,0,0,0.008673,9.546813,0.276635,0.4137293,13.8887
1999,16,1,6,0,0,0,0.5,0.0841284,11.09741,0.183953,0.3614995,13.71605
1994,26,1,9,0,0,1,0,0.0485689,11.09741,0.183953,0.3614995,13.02538
1997,40,1,9,1.609438,0,0,0,0.0676496,11.09741,0.183953,0.3614995,13.18591
1999,20,1,14,1.609438,7.522332,0,0,0.0841284,11.09741,0.183953,0.3614995,13.71605
2000,21,1,9,1.609438,0,0,0,0.0988725,10.34174,0.3120796,0.2964583,13.75
1993,25,1,6,1.609438,0,0,0,0.0416305,11.09741,0.183953,0.3614995,13.02523
2000,17,1,9,1.609438,0,0,0.5,0.0988725,10.34174,0.3120796,0.2964583,13.75
1990,20,1,9,0,0,0,0,0.0242845,11.09741,0.183953,0.3614995,13.18839
1996,18,1,9,1.94591,0,0,0,0.0598439,11.09741,0.183953,0.3614995,13.01652
1973,17,1,6,0,7.522232,0,0,0.0043365,8.699514,0.2741701,0.4659591,15.62987
1999,24,0,17,1.94591,0,1,0,0.0841284,11.09741,0.183953,0.3614995,13.71605
2000,25,1,9,0,0,0,0,0.0988725,10.34174,0.3120796,0.2964583,13.75
1992,19,1,12,1.609438,0,0,0,0.0329575,11.09741,0.183953,0.3614995,13.07149
1994,33,0,9,1.609438,0,0,0.5,0.0485689,11.09741,0.183953,0.3614995,13.02538
1991,27,1,6,0,0,1,0,0.0119266,8.294049,0.510828,0.3640632,13.11097
1999,37,1,6,1.386294,9.536766,0,0,0.0559633,8.294049,0.510828,0.3640632,13.71605
1998,17,1,9,0,0,0,0,0.0449541,8.294049,0.510828,0.3640632,13.51189
1995,20,1,9,1.791759,0,1,0,0.0266055,8.294049,0.510828,0.3640632,12.9828
2000,20,1,6,0,0,0,0,0.0651376,8.294049,0.3078939,0.293627,13.75
1990,18,1,9,0,0,0,0,0.0082569,8.294049,0.510828,0.3640632,13.18839
2000,30,1,9,1.609438,0,0,0,0.0651376,8.294049,0.3078939,0.293627,13.75
1999,29,1,12,0,0,0,0,0.0559633,8.294049,0.510828,0.3640632,13.71605
1997,35,1,6,1.386294,9.536766,0,0,0.0394495,8.294049,0.510828,0.3640632,13.18591
1998,20,1,12,1.386294,9.536766,0,0.2,0.0449541,8.294049,0.510828,0.3640632,13.51189
1998,18,0,12,1.386294,9.536766,0,0.6,0.0449541,8.294049,0.510828,0.3640632,13.51189
2000,24,0,6,1.386294,9.536766,0,0.6,0.0651376,8.294049,0.3078939,0.293627,13.75
2000,36,1,6,1.386294,9.536766,0,1,0.0651376,8.294049,0.3078939,0.293627,13.75
1985,24,1,6,1.609438,9.690907,0,0,0.0073394,8.006368,0.4927137,0.511898,13.7792
1995,23,1,6,0,8.438298,0,0,0.0266055,8.294049,0.510828,0.3640632,12.9828
1995,23,0,6,0,8.438298,0,1,0.0266055,8.294049,0.510828,0.3640632,12.9828
1992,24,1,6,0,0,0,0,0.0155963,8.294049,0.510828,0.3640632,13.07149
2001,26,1,10,0.6931472,0,1,0,0.0816514,8.294049,0.3078939,0.293627,13.89462
1991,23,1,12,0,0,0,0,0.0119266,8.294049,0.510828,0.3640632,13.11097
2000,15,1,9,1.791759,0,1,0,0.0651376,8.294049,0.3078939,0.293627,13.75
1994,19,1,12,1.94591,8.438298,0,0,0.0238532,8.294049,0.510828,0.3640632,13.02538
1996,18,1,10,1.94591,8.438298,0,0.5,0.0330275,8.294049,0.510828,0.3640632,13.01652
1998,19,1,12,0,0,0,0,0.0449541,8.294049,0.510828,0.3640632,13.51189
2001,28,1,9,0,0,0,0.5,0.0816514,8.294049,0.3078939,0.293627,13.89462
1999,26,1,6,1.609438,0,0,0,0.0559633,8.294049,0.510828,0.3640632,13.71605
2000,23,1,12,1.609438,0,0,0.75,0.0651376,8.294049,0.3078939,0.293627,13.75
2000,25,1,9,1.609438,0,0,0.25,0.0651376,8.294049,0.3078939,0.293627,13.75
2001,22,1,9,1.609438,0,0,0.75,0.0816514,8.294049,0.3078939,0.293627,13.89462
1998,33,1,7,1.098612,7.745367,0,0,0.0449541,8.294049,0.510828,0.3640632,13.51189
2000,32,1,12,1.386294,0,0,0,0.0651376,8.294049,0.3078939,0.293627,13.75
2001,21,1,9,1.386294,0,0,0.3333333,0.0816514,8.294049,0.3078939,0.293627,13.89462
2001,27,0,12,1.386294,0,0,1,0.0816514,8.294049,0.3078939,0.293627,13.89462
1993,18,1,9,0,0,0,0,0.0201835,8.294049,0.510828,0.3640632,13.02523
1999,19,1,5,0,8.843691,0,0,0.0559633,8.294049,0.510828,0.3640632,13.71605
